IdProveedor;IdProveedorT5;EnAsistco;Prioridad;NombreComercial;TipoServicio;FechaAlta;UsuarioAlta;UltimaModificacion;PrvActivo;FueraRed;Bloqueo;PagoDirecto;PagoUrgente;IdSrvTipo;IdBanco;Banco;SucursalBanco;BancoCuenta;BancoClabe;TarjetaHabiente;RFC;Curp;IdSucursal;NombreSucursal;SucActiva;Oficina_1;EntidadSucursal;MunicipioSucursal;Latitud;Longitud;Direccion;CodigoPostal;"Correo Electrónico_1";Oficina_2;"Correo Electrónico_2";Oficina_3;Negocio_1;Consultorio_1;Persona_1;Casa_1;Celular_1;nota_1_PrvNotaTipo;nota_1_PrvNota;nota_1_Comentario;"Correo Corporativo_1";nota_2_PrvNotaTipo;nota_2_PrvNota;nota_2_Comentario;"Correo Corporativo_2";"Correo Electrónico_3";"Correo Corporativo_3";Oficina_4;"Correo Electrónico_4";"Correo Corporativo_4";Oficina_5;"Correo Electrónico_5";"Correo Corporativo_5";Oficina_6;Fax_1;"Nextel (Radio)_1";Despacho_1;nota_3_PrvNotaTipo;nota_3_PrvNota;nota_3_Comentario;nota_4_PrvNotaTipo;nota_4_PrvNota;nota_4_Comentario;nota_5_PrvNotaTipo;nota_5_PrvNota;nota_5_Comentario;nota_6_PrvNotaTipo;nota_6_PrvNota;nota_6_Comentario;Extension_1;Extension_2;especialidad_1;especialidad_2;especialidad_3;especialidad_4;especialidad_5;especialidad_6;especialidad_7;especialidad_8;especialidad_9;especialidad_10;especialidad_11;especialidad_12;especialidad_13;especialidad_14;especialidad_15;especialidad_16;especialidad_17;especialidad_18;especialidad_19;especialidad_20;especialidad_21;especialidad_22;especialidad_23;especialidad_24;especialidad_25;especialidad_26;especialidad_27;especialidad_28;especialidad_29;especialidad_30;especialidad_31;especialidad_32;especialidad_33;especialidad_34;especialidad_35;especialidad_36;especialidad_37;especialidad_38;especialidad_39;especialidad_40;Negocio_2;Negocio_3;Consultorio_2;"Lada sin costo_1";nota_7_PrvNotaTipo;nota_7_PrvNota;nota_7_Comentario;nota_8_PrvNotaTipo;nota_8_PrvNota;nota_8_Comentario
8888;;No;1;"CENTRO MEDICO";"Hospital Tabulado";0000-00-00;"Thalia García Huerta";2019-04-12;No;No;No;No;No;83;;;;;;;;;600;ZAPOTLANEJO;0;0;Jalisco;Zapotlanejo;20.6225;-103.064166666667;"16 DE SEPTIEMBRE NO. 100, ZAPOTLANEJO, ZAPOTLANEJO, JALISCO, ";;0;0;0;0;3737340515;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8888;;No;1;"CENTRO MEDICO";"Hospital Tabulado";0000-00-00;"Thalia García Huerta";2019-04-12;No;No;No;No;No;83;;;;;;;;;2310;"ZAPOTLANEJO - ZAPOTLANEJO";0;ASCENCION.FERNANDEZ@SALUDANGELES.COM;Jalisco;Zapotlanejo;20.6225;-103.064166666667;"16 DE SEPTIEMBRE NO. 100, ZAPOTLANEJO, ZAPOTLANEJO, JALISCO, ";;CITAS.LAB@TELEMEDIC.COM.MX;0;0;0;3737340515;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8902;;No;1;"CENTRO MEDICO CORDOBES";"Hospital Tabulado";0000-00-00;"Thalia García Huerta";2019-04-12;No;No;No;No;No;83;;;;;;;;;603;CORDOBA;0;0;"Veracruz de Ignacio de la Llave";Córdoba;18.8902777777778;-96.94;"CALLE 8 Y AV 11 NO. 955, CENTRO, CORDOBA, VERACRUZ, ";;0;0;0;0;2717142200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8902;;No;1;"CENTRO MEDICO CORDOBES";"Hospital Tabulado";0000-00-00;"Thalia García Huerta";2019-04-12;No;No;No;No;No;83;;;;;;;;;2314;"CORDOBA - CORDOBA";0;6241433132;"Veracruz de Ignacio de la Llave";Córdoba;18.8902777777778;-96.94;"CALLE 8 Y AV 11 NO. 955, CENTRO, CORDOBA, VERACRUZ, ";;LABCSL@HOTMAIL.COM;0;0;0;2717142200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8951;;No;1;"CENTRO MEDICO CRISTO REY";"Hospital Tabulado";0000-00-00;"Thalia García Huerta";2019-04-12;No;No;No;No;No;83;;;;;;;;;605;CUITLAHUAC;0;0;"Veracruz de Ignacio de la Llave";Cuitláhuac;18.8147222222222;-96.7263888888889;"CALLE 1 NO. 608, CUITLAHUAC, CUITLAHUAC, VERACRUZ, ";;0;0;0;0;2787320014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8951;;No;1;"CENTRO MEDICO CRISTO REY";"Hospital Tabulado";0000-00-00;"Thalia García Huerta";2019-04-12;No;No;No;No;No;83;;;;;;;;;2316;"CUITLAHUAC - CUITLAHUAC";0;0;"Veracruz de Ignacio de la Llave";Cuitláhuac;18.8147222222222;-96.7263888888889;"CALLE 1 NO. 608, CUITLAHUAC, CUITLAHUAC, VERACRUZ, ";;0;0;0;0;2787320014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8955;;No;1;"CENTRO MEDICO DEL VALLE";"Hospital Tabulado";0000-00-00;"Thalia García Huerta";2019-04-12;No;No;No;No;No;83;;;;;;;;;608;CALVILLO;0;0;Aguascalientes;Calvillo;21.8469444444444;-102.718611111111;"RODOLFO LANDEROS NO. 439, BUGAMBILIA, CALVILLO, AGUASCALIENTES, ";;0;0;0;0;4959561544;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8955;;No;1;"CENTRO MEDICO DEL VALLE";"Hospital Tabulado";0000-00-00;"Thalia García Huerta";2019-04-12;No;No;No;No;No;83;;;;;;;;;2319;"CALVILLO - CALVILLO";0;6241433132;Aguascalientes;Calvillo;21.8469444444444;-102.718611111111;"RODOLFO LANDEROS NO. 439, BUGAMBILIA, CALVILLO, AGUASCALIENTES, ";;LABCSL@HOTMAIL.COM;0;0;0;4959561544;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8978;;No;1;"CENTRO MEDICO LOMAS";"Hospital Tabulado";0000-00-00;"Thalia García Huerta";2019-04-12;No;No;No;No;No;83;;;;;;;;;611;TEOCALTICHE;0;0;Jalisco;Teocaltiche;21.4344444444444;-102.570277777778;"LOMA DORADA NO. 20, LOMAS DE TEOCALTICHE, TEOCALTICHE, JALISCO, ";;0;0;0;0;3467873080;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8978;;No;1;"CENTRO MEDICO LOMAS";"Hospital Tabulado";0000-00-00;"Thalia García Huerta";2019-04-12;No;No;No;No;No;83;;;;;;;;;2322;"TEOCALTICHE - TEOCALTICHE";0;6731068278;Jalisco;Teocaltiche;21.4344444444444;-102.570277777778;"LOMA DORADA NO. 20, LOMAS DE TEOCALTICHE, TEOCALTICHE, JALISCO, ";;maedithr62@hotmail.com;0;0;0;3467873080;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8991;;No;1;"CENTRO MEDICO QUIRURGICO SAN FERNANDO";"Hospital Tabulado";0000-00-00;"Thalia García Huerta";2019-04-12;No;No;No;No;No;83;;;;;;;;;615;"SAN FERNANDO";0;0;Tamaulipas;"San Fernando";24.8475;-98.1583333333333;"BRAVO CUAUHTEMOC Y 2DO CENTENARIO NO. 40, CENTRO, SAN FERNANDO, TAMAULIPAS, ";;0;0;0;0;8418440770;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8991;;No;1;"CENTRO MEDICO QUIRURGICO SAN FERNANDO";"Hospital Tabulado";0000-00-00;"Thalia García Huerta";2019-04-12;No;No;No;No;No;83;;;;;;;;;2326;"SAN FERNANDO - SAN FERNANDO";0;6241433132;Tamaulipas;"San Fernando";24.8475;-98.1583333333333;"BRAVO CUAUHTEMOC Y 2DO CENTENARIO NO. 40, CENTRO, SAN FERNANDO, TAMAULIPAS, ";;LABCSL@HOTMAIL.COM;0;0;0;8418440770;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8994;;No;1;"CENTRO MEDICO XALAPA";"Hospital Tabulado";0000-00-00;"Jesus Bobadilla";2019-04-07;No;No;No;No;No;83;;;;;;;;;618;"XALAPA ENRIQUEZ";0;2288405464;"Veracruz de Ignacio de la Llave";Xalapa;19.5380555555556;-96.9091666666667;"AV. ORIZABA NO. 144 LOC. 101, OBRERA CAMPESINA, XALAPA ENRIQUEZ, VERACRUZ, ";;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8994;;No;1;"CENTRO MEDICO XALAPA";"Hospital Tabulado";0000-00-00;"Jesus Bobadilla";2019-04-07;No;No;No;No;No;83;;;;;;;;;2329;"XALAPA ENRIQUEZ - XALAPA";0;2288405464;"Veracruz de Ignacio de la Llave";Xalapa;19.5380555555556;-96.9091666666667;"AV. ORIZABA NO. 144 LOC. 101, OBRERA CAMPESINA, XALAPA ENRIQUEZ, VERACRUZ, ";;CITAS.LAB@TELEMEDIC.COM.MX;4422169717;0;0;0;0;0;2288185158;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9530;;No;1;"CENTRO QUIRURGICO SATELITE";"Hospital Tabulado";0000-00-00;"Monica Daniela Hernández Miranda";2019-04-14;No;No;No;No;No;83;;;;;;;;;622;"NAUCALPAN DE JUAREZ";0;55726363;México;"Naucalpan de Juárez";19.4752777777778;-99.2377777777778;"ENRIQUE SADA MUGUERZA NO. 17, CIUDAD SATELITE, NAUCALPAN DE JUAREZ, ESTADO DE MÉXICO, 53100";53100;0;0;0;0;0;0;0;0;4.46E+11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9530;;No;1;"CENTRO QUIRURGICO SATELITE";"Hospital Tabulado";0000-00-00;"Monica Daniela Hernández Miranda";2019-04-14;No;No;No;No;No;83;;;;;;;;;2370;"NAUCALPAN DE JUAREZ - NAUCALPAN";0;55726363;México;"Naucalpan de Juárez";19.4752777777778;-99.2377777777778;"ENRIQUE SADA MUGUERZA NO. 17, CIUDAD SATELITE, NAUCALPAN DE JUAREZ, ESTADO DE MÉXICO, 53100";53100;0;0;0;0;0;0;0;0;4.46E+11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9530;;No;1;"CENTRO QUIRURGICO SATELITE";"Hospital Tabulado";0000-00-00;"Monica Daniela Hernández Miranda";2019-04-14;No;No;No;No;No;83;;;;;;;;;2378;"NAUCALPAN DE JUAREZ - NAUCALPAN";0;55726363;México;"Naucalpan de Juárez";19.4752777777778;-99.2377777777778;"ENRIQUE SADA MUGUERZA NO. 17, CIUDAD SATELITE, NAUCALPAN DE JUAREZ, ESTADO DE MÉXICO, 53100";53100;lourdes.laboratorio@gmail.com;6424213769;0;0;0;0;0;0;4.46E+11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9530;;No;1;"CENTRO QUIRURGICO SATELITE";"Hospital Tabulado";0000-00-00;"Monica Daniela Hernández Miranda";2019-04-14;No;No;No;No;No;83;;;;;;;;;2386;"NAUCALPAN DE JUAREZ - NAUCALPAN";0;55726363;México;"Naucalpan de Juárez";19.4752777777778;-99.2377777777778;"ENRIQUE SADA MUGUERZA NO. 17, CIUDAD SATELITE, NAUCALPAN DE JUAREZ, ESTADO DE MÉXICO, 53100";53100;MROSALESLAB@GMAIL.COM;8999347965;0;0;0;0;0;0;4.46E+11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9530;;No;1;"CENTRO QUIRURGICO SATELITE";"Hospital Tabulado";0000-00-00;"Monica Daniela Hernández Miranda";2019-04-14;No;No;No;No;No;83;;;;;;;;;2405;"NAUCALPAN DE JUAREZ - NAUCALPAN";0;55726363;México;"Naucalpan de Juárez";19.4752777777778;-99.2377777777778;"ENRIQUE SADA MUGUERZA NO. 17, CIUDAD SATELITE, NAUCALPAN DE JUAREZ, ESTADO DE MÉXICO, 53100";53100;idmconta@hotmail.com;6699902650;0;0;0;0;0;0;4.46E+11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
